"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","kod_sdmx"
"CS","LSTOBC",3228,"1574","Česká republika a San Marino","Česká republika a Republika San Marino","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1578","Česká republika a Sv.Tomáš a Princův ostrov","Česká republika a Demokratická republika Svatý Tomáš a Princův ostrov","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"158","Tchaj-wan","Tchaj-wan","2009-01-01","9999-09-09","TW"
"CS","LSTOBC",3228,"1582","Česká republika a Saúdská Arábie","Česká republika a Království Saúdská Arábie","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1586","Česká republika a Senegal","Česká republika a Senegalská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1588","Česká republika a Srbsko","Česká republika a Republika Srbsko","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1590","Česká republika a Seychely","Česká republika a Seychelská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1594","Česká republika a Sierra Leone","Česká republika a Republika Sierra Leone","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"16","Americká Samoa","Americká Samoa","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"1602","Česká republika a Singapur","Česká republika a Singapurská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1603","Česká republika a Slovensko","Česká republika a Slovenská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1604","Česká republika a Vietnam","Česká republika a Vietnamská socialistická republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1605","Česká republika a Slovinsko","Česká republika a Slovinská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1606","Česká republika a Somálsko","Česká republika a Somálská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1610","Česká republika a Jižní Afrika","Česká republika a Jihoafrická republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1616","Česká republika a Zimbabwe","Česká republika a Republika Zimbabwe","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1624","Česká republika a Španělsko","Česká republika a Španělské království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1636","Česká republika a Súdán","Česká republika a Súdánská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1640","Česká republika a Surinam","Česká republika a Surinamská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1648","Česká republika a Svazijsko","Česká republika a Svazijské království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1652","Česká republika a Švédsko","Česká republika a Švédské království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1656","Česká republika a Švýcarsko","Česká republika a Švýcarská konfederace","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1660","Česká republika a Syrská arabská repub.","Česká republika a Syrská arabská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1662","Česká republika a Tádžikistán","Česká republika a Republika Tádžikistán","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1664","Česká republika a Thajsko","Česká republika a Thajské království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1668","Česká republika a Togo","Česká republika a Republika Togo","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1676","Česká republika a Tonga","Česká republika a Království Tonga","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1680","Česká republika a Trinidad a Tobago","Česká republika a Republika Trinidad a Tobago","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1684","Česká republika a Spojené arabské emiráty","Česká republika a Spojené arabské emiráty","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1688","Česká republika a Tunisko","Česká republika a Tuniská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1692","Česká republika a Turecko","Česká republika a Turecká republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1695","Česká republika a Turkmenistán","Česká republika a Turkmenistán","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1696","Česká republika a Turks a Caicos","Česká republika a Ostrovy Turks a Caicos","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1698","Česká republika a Tuvalu","Česká republika a Tuvalu","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"170","Kolumbie","Kolumbijská republika","2009-01-01","9999-09-09","CO"
"CS","LSTOBC",3228,"1700","Česká republika a Uganda","Česká republika a Ugandská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"170222","Kolumbie a Salvador","Kolumbie a Salvador","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"1704","Česká republika a Ukrajina","Česká republika a Ukrajina","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1707","Česká republika a Severní Makedonie","Česká republika a Republika Severní Makedonie","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"170840","Kolumbie a Spojené státy","Kolumbie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"170862","Kolumbie a Venezuela","Kolumbie a Venezuela","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"1718","Česká republika a Egypt","Česká republika a Egyptská arabská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1726","Česká republika a Spojené království","Česká republika a Spojené království Velké Británie a Severního Irska","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1731","Česká republika a Guernsey","Česká republika a Guernsey","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1732","Česká republika a Jersey","Česká republika a Jersey","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1733","Česká republika a Ostrov Man","Česká republika a Ostrov Man","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1734","Česká republika a Tanzanie","Česká republika a Tanzanská sjednocená republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"174","Komory","Komorský svaz","2009-01-01","9999-09-09","KM"
"CS","LSTOBC",3228,"1740","Česká republika a Spojené státy","Česká republika a Spojené státy americké","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"175","Mayotte","Mayotte","2009-01-01","9999-09-09","YT"
"CS","LSTOBC",3228,"1754","Česká republika a Burkina Faso","Česká republika a Burkina Faso","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1758","Česká republika a Uruguay","Česká republika a Uruguayská východní republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1760","Česká republika a Uzbekistán","Česká republika a Republika Uzbekistán","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1762","Česká republika a Venezuela","Česká republika a Bolívarovská republika Venezuela","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1776","Česká republika a Wallis a Futuna","Česká republika a Ostrovy Wallis a Futuna","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"178","Kongo","Konžská republika","2009-01-01","9999-09-09","CG"
"CS","LSTOBC",3228,"178180","Kongo, republika a Kongo, demokratická republika","Kongo, republika a Kongo, demokratická republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"1782","Česká republika a Samoa","Česká republika a Nezávislý stát Samoa","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1787","Česká republika a Jemen","Česká republika a Jemenská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1794","Česká republika a Zambie","Česká republika a Zambijská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"1795","Občanství zemí bývalé Jugoslávie","Občanství zemí bývalé Jugoslávie","2009-01-01","9999-09-09",
"CS","LSTOBC",3228,"180","Kongo, demokrat.repub.","Demokratická republika Kongo","2009-01-01","9999-09-09","CD"
"CS","LSTOBC",3228,"188","Kostarika","Kostarická republika","2009-01-01","9999-09-09","CR"
"CS","LSTOBC",3228,"191","Chorvatsko","Chorvatská republika","2009-01-01","9999-09-09","HR"
"CS","LSTOBC",3228,"191070","Chorvatsko a Bosna a Hercegovina","Chorvatsko a Bosna a Hercegovina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191095","Chorvatsko a Kosovo","Chorvatsko a Kosovo","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191112","Chorvatsko a Bělorusko","Chorvatsko a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191124","Chorvatsko a Kanada","Chorvatsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191276","Chorvatsko a Německo","Chorvatsko a Německo","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191352","Chorvatsko a Island","Chorvatsko a Island","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191380","Chorvatsko a Itálie","Chorvatsko a Itálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191643","Chorvatsko a Ruská federace","Chorvatsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191688","Chorvatsko a Srbsko","Chorvatsko a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191703","Chorvatsko a Slovensko","Chorvatsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191705","Chorvatsko a Slovinsko","Chorvatsko a Slovinsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191752","Chorvatsko a Švédsko","Chorvatsko a Švédsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191807","Chorvatsko a Makedonie, bývalá jugoslávská republika","Chorvatsko a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191826","Chorvatsko a Spojené království","Chorvatsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"191840","Chorvatsko a Spojené státy","Chorvatsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"192","Kuba","Kubánská republika","2009-01-01","9999-09-09","CU"
"CS","LSTOBC",3228,"196","Kypr","Kyperská republika","2009-01-01","9999-09-09","CY"
"CS","LSTOBC",3228,"196643","Kypr a Ruská federace","Kypr a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"196703","Kypr a Slovensko","Kypr a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"196840","Kypr a Spojené státy","Kypr a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"20","Andorra","Andorrské knížectví","2009-01-01","9999-09-09","AD"
"CS","LSTOBC",3228,"203","Česká republika","Česká republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"203016","Česká republika a Americká Samoa","Česká republika a Americká Samoa","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"203850","Česká republika a Americké Panenské ostrovy","Česká republika a Americké Panenské ostrovy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"204","Benin","Beninská republika","2009-01-01","9999-09-09","BJ"
"CS","LSTOBC",3228,"208","Dánsko","Dánské království","2009-01-01","9999-09-09","DK"
"CS","LSTOBC",3228,"208276","Dánsko a Německo","Dánsko a Německo","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"212","Dominika","Dominické společenství","2009-01-01","9999-09-09","DM"
"CS","LSTOBC",3228,"212364","Dominika a Írán (islámská republika)","Dominika a Írán (islámská republika)","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"212840","Dominika a Spojené státy","Dominika a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"214","Dominikánská republika","Dominikánská republika","2009-01-01","9999-09-09","DO"
"CS","LSTOBC",3228,"218","Ekvádor","Ekvádorská republika","2009-01-01","9999-09-09","EC"
"CS","LSTOBC",3228,"218604","Ekvádor a Peru","Ekvádor a Peru","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"222","Salvador","Salvadorská republika","2009-01-01","9999-09-09","SV"
"CS","LSTOBC",3228,"226","Rovníková Guinea","Republika Rovníková Guinea","2009-01-01","9999-09-09","GQ"
"CS","LSTOBC",3228,"231","Etiopie","Etiopská federativní demokratická republika","2009-01-01","9999-09-09","ET"
"CS","LSTOBC",3228,"232","Eritrea","Eritrea","2009-01-01","9999-09-09","ER"
"CS","LSTOBC",3228,"233","Estonsko","Estonská republika","2009-01-01","9999-09-09","EE"
"CS","LSTOBC",3228,"233498","Estonsko a Moldavsko","Estonsko a Moldavsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"233643","Estonsko a Ruská federace","Estonsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"238","Falklandy (Malvíny)","Falklandské ostrovy (Malvíny)","2009-01-01","9999-09-09","FK"
"CS","LSTOBC",3228,"24","Angola","Angolská republika","2009-01-01","9999-09-09","AO"
"CS","LSTOBC",3228,"242","Fidži","Republika Fidžijské ostrovy","2009-01-01","9999-09-09","FJ"
"CS","LSTOBC",3228,"246","Finsko","Finská republika","2009-01-01","9999-09-09","FI"
"CS","LSTOBC",3228,"246703","Finsko a Slovensko","Finsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250","Francie","Francouzská republika","2009-01-01","9999-09-09","FR"
"CS","LSTOBC",3228,"250012","Francie a Alžírsko","Francie a Alžírsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250112","Francie a Bělorusko","Francie a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250156","Francie a Čína","Francie a Čína","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250324","Francie a Guinea","Francie a Guinea","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250372","Francie a Irsko","Francie a Irsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250380","Francie a Itálie","Francie a Itálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250484","Francie a Mexiko","Francie a Mexiko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250616","Francie a Polsko","Francie a Polsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250643","Francie a Ruská federace","Francie a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250703","Francie a Slovensko","Francie a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250724","Francie a Španělsko","Francie a Španělsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250756","Francie a Švýcarsko","Francie a Švýcarsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250788","Francie a Tunisko","Francie a Tunisko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250792","Francie a Turecko","Francie a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250804","Francie a Ukrajina","Francie a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250807","Francie a Makedonie, bývalá jugoslávská republika","Francie a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250826","Francie a Spojené království","Francie a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"250840","Francie a Spojené státy","Francie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"258","Francouzská Polynésie","Francouzská Polynésie","2009-01-01","9999-09-09","PF"
"CS","LSTOBC",3228,"260","Francouzská jižní území","Francouzská jižní území","2009-01-01","9999-09-09","TF"
"CS","LSTOBC",3228,"262","Džibutsko","Džibutská republika","2009-01-01","9999-09-09","DJ"
"CS","LSTOBC",3228,"266","Gabon","Gabonská republika","2009-01-01","9999-09-09","GA"
"CS","LSTOBC",3228,"268","Gruzie","Gruzie","2009-01-01","9999-09-09","GE"
"CS","LSTOBC",3228,"270","Gambie","Gambijská republika","2009-01-01","9999-09-09","GM"
"CS","LSTOBC",3228,"275","Okupované palestinské území","Okupované palestinské území","2009-01-01","9999-09-09","UNK"
"CS","LSTOBC",3228,"275400","Palestinské území (okupované) a Jordánsko","Palestinské území (okupované) a Jordánsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"275422","Palestinské území (okupované) a Libanon","Palestinské území (okupované) a Libanon","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"275760","Palestinské území (okupované) a Syrská arabská republika","Palestinské území (okupované) a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"275818","Palestinské území (okupované) a Egypt","Palestinské území (okupované) a Egypt","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276","Německo","Spolková republika Německo","2009-01-01","9999-09-09","DE"
"CS","LSTOBC",3228,"276004","Německo a Afghánistán","Německo a Afghánistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276051","Německo a Arménie","Německo a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276070","Německo a Bosna a Hercegovina","Německo a Bosna a Hercegovina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276124","Německo a Kanada","Německo a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276156","Německo a Čína","Německo a Čína","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276300","Německo a Řecko","Německo a Řecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276364","Německo a Írán (islámská republika)","Německo a Írán (islámská republika)","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276376","Německo a Izrael","Německo a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276380","Německo a Itálie","Německo a Itálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276398","Německo a Kazachstán","Německo a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276496","Německo a Mongolsko","Německo a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276616","Německo a Polsko","Německo a Polsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276642","Německo a Rumunsko","Německo a Rumunsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276643","Německo a Ruská federace","Německo a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276703","Německo a Slovensko","Německo a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276704","Německo a Vietnam","Německo a Vietnam","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276710","Německo a Jižní Afrika","Německo a Jižní Afrika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276756","Německo a Švýcarsko","Německo a Švýcarsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276792","Německo a Turecko","Německo a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276804","Německo a Ukrajina","Německo a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"276840","Německo a Spojené státy","Německo a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"28","Antigua a Barbuda","Antigua a Barbuda","2009-01-01","9999-09-09","AG"
"CS","LSTOBC",3228,"288","Ghana","Ghanská republika","2009-01-01","9999-09-09","GH"
"CS","LSTOBC",3228,"288710","Ghana a Jižní Afrika","Ghana a Jižní Afrika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"296","Kiribati","Republika Kiribati","2009-01-01","9999-09-09","KI"
"CS","LSTOBC",3228,"300","Řecko","Řecká republika","2009-01-01","9999-09-09","EL"
"CS","LSTOBC",3228,"300036","Řecko a Austrálie","Řecko a Austrálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300051","Řecko a Arménie","Řecko a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300095","Řecko a Kosovo","Řecko a Kosovo","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300124","Řecko a Kanada","Řecko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300398","Řecko a Kazachstán","Řecko a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300643","Řecko a Ruská federace","Řecko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300703","Řecko a Slovensko","Řecko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300804","Řecko a Ukrajina","Řecko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300840","Řecko a Spojené státy","Řecko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"300860","Řecko a Uzbekistán","Řecko a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"308","Grenada","Grenada","2009-01-01","9999-09-09","GD"
"CS","LSTOBC",3228,"308760","Grenada a Syrská arabská republika","Grenada a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"31","Ázerbájdžán","Ázerbájdžánská republika","2009-01-01","9999-09-09","AZ"
"CS","LSTOBC",3228,"31051","Ázerbájdžán a Arménie","Ázerbájdžán a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"31840","Ázerbájdžán a Spojené státy","Ázerbájdžán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"32","Argentina","Argentinská republika","2009-01-01","9999-09-09","AR"
"CS","LSTOBC",3228,"320","Guatemala","Guatemalská republika","2009-01-01","9999-09-09","GT"
"CS","LSTOBC",3228,"324","Guinea","Guinejská republika","2009-01-01","9999-09-09","GN"
"CS","LSTOBC",3228,"324624","Guinea a Guinea-Bissau","Guinea a Guinea-Bissau","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"32760","Argentina a Syrská arabská republika","Argentina a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"328","Guyana","Guyanská republika","2009-01-01","9999-09-09","GY"
"CS","LSTOBC",3228,"32862","Argentina a Venezuela","Argentina a Venezuela","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"332","Haiti","Haitská republika","2009-01-01","9999-09-09","HT"
"CS","LSTOBC",3228,"336","Svatý stolec (Vatikán)","Svatý stolec (Vatikánský městský stát)","2009-01-01","9999-09-09","VA"
"CS","LSTOBC",3228,"340","Honduras","Honduraská republika","2009-01-01","9999-09-09","HN"
"CS","LSTOBC",3228,"344","Hongkong","Zvláštní administrativní oblast Čínské lidové republiky Hongkong","2009-01-01","9999-09-09","HK"
"CS","LSTOBC",3228,"348","Maďarsko","Maďarská republika","2009-01-01","9999-09-09","HU"
"CS","LSTOBC",3228,"348268","Maďarsko a Gruzie","Maďarsko a Gruzie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348376","Maďarsko a Izrael","Maďarsko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348380","Maďarsko a Itálie","Maďarsko a Itálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348498","Maďarsko a Moldavsko","Maďarsko a Moldavsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348616","Maďarsko a Polsko","Maďarsko a Polsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348642","Maďarsko a Rumunsko","Maďarsko a Rumunsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348643","Maďarsko a Ruská federace","Maďarsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348688","Maďarsko a Srbsko","Maďarsko a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348703","Maďarsko a Slovensko","Maďarsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"348804","Maďarsko a Ukrajina","Maďarsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"352","Island","Islandská republika","2009-01-01","9999-09-09","IS"
"CS","LSTOBC",3228,"356","Indie","Indická republika","2009-01-01","9999-09-09","IN"
"CS","LSTOBC",3228,"356360","Indie a Indonésie","Indie a Indonésie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"356524","Indie a Nepál","Indie a Nepál","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"356840","Indie a Spojené státy","Indie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"36","Austrálie","Austrálie","2009-01-01","9999-09-09","AU"
"CS","LSTOBC",3228,"360","Indonésie","Indonéská republika","2009-01-01","9999-09-09","ID"
"CS","LSTOBC",3228,"36124","Austrálie a Kanada","Austrálie a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"364","Írán","Íránská islámská republika","2009-01-01","9999-09-09","IR"
"CS","LSTOBC",3228,"364368","Írán (islámská republika) a Irák","Írán (islámská republika) a Irák","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"364840","Írán (islámská republika) a Spojené státy","Írán (islámská republika) a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"36554","Austrálie a Nový Zéland","Austrálie a Nový Zéland","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"36710","Austrálie a Jižní Afrika","Austrálie a Jižní Afrika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"368","Irák","Irácká republika","2009-01-01","9999-09-09","IQ"
"CS","LSTOBC",3228,"36840","Austrálie a Spojené státy","Austrálie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"368659","Irák a Svatý Kryštof a Nevis","Irák a Svatý Kryštof a Nevis","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"368760","Irák a Syrská arabská republika","Irák a Syrská arabská republika","2021-01-01","9999-09-09",
